Catalog,Url,Name,Equipment,Target,Utility,Mechanics,Force,Preparation,Execution,Comment
Hips,https://exrx.net/WeightExercises/HipFlexors/BWJackKnifeBall,Jack-knife on Ball,Jack-knife, Vertical Leg Raise Vertical Leg Raise on Parallel Bars Hanging Leg Raise ,Auxiliary,Isolated,Pull,"Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until shins are positioned on top of ball. With arms vertical and straight, support body off of floor with body straight. See suggested mount onto exercise ball.","Bend hips and knees, allowing shins to roll over top of ball. Pull knees toward chest until heels are under or near glutes. Return by extending hips and knees to original position. Repeat.","Keep arms straight with shoulders positioned above hands. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique act only to stabilize pelvis and waist during hip flexion. If waist flexion were to occur after complete hip flexion, resistive forces are no longer working against abdominal muscles in this final position when knees and hips are flexed. However, abdominal muscles are activated isometrically to keep spine straight when knees are not under body. Also see Spot Reduction Myth and Lower Ab Myth."
Hips,https://exrx.net/WeightExercises/HipFlexors/BWRomanChairSitup,Roman Chair Sit-up,Roman, Weighted ,Auxiliary,Isolated,Pull,"Sit on chair or bench with lower leg secured under low over hang or heavy bar. Place hands on waist, chest, neck, or head depending upon desired difficulty.",Lower body back until hips are almost extended. Raise body by flexing hips until torso is upright. Repeat.,"Feet must be propped securely to prevent injury. Exercise can also be performed on Roman Chair Sit-up apparatus. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only act to stabilize pelvis and waist during hip flexion. See Spot Reduction Myth and Lower Ab Myth. Also see Dangerous Exercise Essay."
Hips,https://exrx.net/WeightExercises/HipFlexors/BWScissorKick,Lying Scissor Kick,Lying, Lying Simultaneous Alternating Straight Leg Raise ,Auxiliary,Isolated,Pull,"Lie supine on bench or mat. Place hands under lower buttock on each side to support pelvis. Raise one leg up vertical with knee nearly straight. If lying on floor, raise other leg slightly off of floor.","Keeping knees nearly straight, simultaneously change positions of legs so vertical leg is lowered while lower leg is raised vertically. Continue alternating leg positions.",Also known as Scissors Kick. Movement involves very short range of motion so greater isometric-like endurance is required. Also see over/under variation.
Hips,https://exrx.net/WeightExercises/HipFlexors/BWJackKnifeWheel,Jack-knife on Power Wheel,Jack-knife, Pike on power wheel ,Auxiliary,Isolated,Pull,"With feet strapped to power wheel, kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rolling power wheel back until body is straight.","Bend hips and knees, pulling legs under body. Pull bent knees toward chest, allowing rear end to raise upward. Return by extending hips and knees to original position. Repeat.","Keep arms straight with shoulders positioned above hands. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique act only to stabilize pelvis and waist during hip flexion. In this movement, even if waist flexion were to occur after complete hip flexion, the abs have endured much more stabilizing forces in their extended position than dynamic forces they could possibly encounter in the flexed position. Also see Spot Reduction Myth and Lower Ab Myth."
Hips,https://exrx.net/WeightExercises/HipFlexors/BWKneelingWheelRollout,Wheel Rollout,Wheel, Iliopsoas ,Auxiliary,Isolated,Pull,"Kneel on floor or mat. Grasp handles on wheel to each side with overhand grip. Position wheel near front of knees and lean over wheel with arms extended downward, supporting upper body.","With arms straight, roll wheel out as far as possible. Lower body gently to floor extending arms forward. Raise body back up by flexing hips and pulling arms back to original position. Return until hips are extended. Repeat.","Keep elbows straight or nearly straight throughout exercise. Also known as Wheel Kneeling Rollout. Rectus Abdominis and Obliques practically contract isometrically since little waist flexion occurs under resistance. With no waist flexion, Rectus Abdominis and External Oblique act to stabilize pelvis and waist during hip flexion. See target muscle of rollout question. Also see Spot Reduction Myth and Lower Ab Myth."
Hips,https://exrx.net/WeightExercises/HipFlexors/BWPikeWheel,Pike on Power Wheel,Pike, Jack-knife on power wheel ,Auxiliary,Isolated,Pull,"With feet strapped to power wheel, kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rolling power wheel back until body is straight.","From plank position, raise rear end up as high as possible by bending hips. Pull power wheel toward hands while keeping knees straight. Return by extending hips to original position.   Repeat.","Keep arms straight with shoulders positioned above hands. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique act only to stabilize pelvis and waist during hip flexion. If waist flexion were to occur after complete hip flexion, resistive forces are no longer working against abdominal muscles in this final position when knees and hips are flexed. However, abdominal muscles are activated isometrically to keep spine straight when knees are not under body. Also see Spot Reduction Myth and Lower Ab Myth."
Hips,https://exrx.net/WeightExercises/HipFlexors/BWPikeDiscs,Pike on Discs,Pike, Iliopsoas ,Auxiliary,Isolated,Pull,"Kneel on floor with forefeet on gliding discs. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while sliding gliding discs back until body is straight.","From plank position, raise rear end up as high as possible by bending hips. Pull gliding discs toward hands while keeping knees straight. Return by extending hips to original position. Repeat.","Keep arms straight with shoulders positioned above hands. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique act only to stabilize pelvis and waist during hip flexion. If waist flexion were to occur after complete hip flexion, resistive forces are no longer working against abdominal muscles in this final position when knees and hips are flexed. However, abdominal muscles are activated isometrically to keep spine straight when knees are not under body. Also see Spot Reduction Myth and Lower Ab Myth."
Hips,https://exrx.net/Stretches/HipFlexors/BentoverLungeHipFlexor,Bent-over Lunging Hip Flexor Stretch,Bent-over, Iliopsoas ,,,,Kneel down and position one leg extended behind. Balancing with hands positioned on floor to sides. Rear knee is extended off floor. Body weight is supported on both forefeet. ,Straighten hip of rear leg by pushing hips down and forward. Hold stretch. Repeat with opposite side. ,Gluteus Maximus and Adductor Magnus may be mildly stretched if hip of forward leg is fully flexed. Soleus of opposite leg may be stretched if ankle is fully dorsal flexed. 
Hips,https://exrx.net/Stretches/HipFlexors/KneelingHipFlexor,Kneeling Hip Flexor Stretch,Kneeling, Iliopsoas ,,,,Lunge forward with knee on padded mat. Position foot beyond forward knee. Place hands on knee. ,Straighten hip of rear leg by pushing hips forward. Hold stretch. Repeat with opposite side. ,Position foot further beyond knee if stretch is felt in Adductor Magnus of forward thigh. 
Hips,https://exrx.net/Stretches/HipFlexors/PCHipFlexor,Lever Hip Flexor Stretch,Lever, Iliopsoas ,,,,"Flip seat all way back. Stand facing bar with supporting foot slightly forward under, or near apparatus. Grasp handle bars for support. Place top of other foot back on top edge of shin pad.",Squat down with back straight while straightening hip of rear leg by pushing hips forward. Hold stretch. Repeat with opposite side.,Keep foot away from fully extended hip to keep emphasis on Iliopsoas. See Lever Quadriceps Stretch for similar movement.
Hips,https://exrx.net/Stretches/HipFlexors/LungingHipFlexor,Lunging Hip Flexor Stretch,Lunging, Iliopsoas ,,,,Lunge with one foot far behind other foot. ," Squat down with chest high, straightening hip of rear leg by pushing hips down and forward. Hold stretch. Repeat with opposite side. ","Feet should be far enough apart to keep knee from traveling too far beyond forward foot. Keep torso upright, close to vertical. Keep forward foot flat on floor and rear foot pointed forward. Soleus of opposite leg may be stretched if ankle is fully dorsal flexed. "
Hips,https://exrx.net/Stretches/HipFlexors/LyingHipFlexor,Lying Hip Flexor Stretch,Lying, Iliopsoas ,,,,Lie on tall bench with thigh hanging down off end or side of bench. Raise opposite thigh toward side of torso. Hook hand around inside of upper thigh. Grasp elbow with opposite hand and keep arms close to body. ,Allow lower thigh to drop toward floor. Hold stretch. Repeat with opposite side. ,"Alternatively, both hands can anchor upper thigh, on hand inside and other on out side of thigh. The leg may also hang from side of bench if body is positioned slightly diagonal. If stretch is not felt, pull upper thigh closer to side of torso with both hands or use taller bench if heal touches floor. "
Hips,https://exrx.net/Stretches/HipFlexors/SLLungingHipFlexor,Sled Kneeling Hip Flexor Stretch,Sled, Iliopsoas ,,,,Straddle machine and grasp handles for support. Place foot on lower platform under podium and other lower leg on padded support behind. ,Squeeze release grips and slide padded leg support back until mild stretch is felt. Hold stretch. Repeat with opposite side. ,"Torso can be bent slightly forward with forearms on padded podium. If padded lower leg support is angled up, Rectus Femoris may also be stretched. "
Hips,https://exrx.net/Stretches/HipFlexors/Standing,Standing Hip Flexor Stretch,Standing, Iliopsoas ,,,,"Stand facing bench or elevated platform, approximately legs length away. Place one foot on bench or platform. ","Slowly lunge forward by bending forward leg. With chest high, straighten hip of rear leg by pushing hips forward. Hold stretch. Repeat with opposite side. ","Keep torso upright, close to vertical. Soleus of opposite leg may be stretched if foot is positioned forward and ankle is fully dorsal flexed. "
Hips,https://exrx.net/Muscles/Quadriceps,Quadriceps,Quadriceps, Ilium [1 ]  Iliac Spine (Anterior Inferior)   Femur  Lateral Surface [2 ]  Anterior Surface [3 ]  Medial Surface [4 ]   ,,,,Knee ,Origin ,Insertion 
Hips,https://exrx.net/WeightExercises/HipExternalRotator/CBLyingHipExternalRotation,Cable Lying Hip External Rotation,Cable, Hip External Rotators (listed below)  ,Auxiliary,Isolated,Pull,"Attach cable ankle cuff to ankle, nearest low pulley. Lie prone with legs slightly apart and knee of attached leg bent 90°. Adjust position of legs slightly away from cable pulley so slight stretch is felt in hip.","Keeping knee of attached leg bent approximately 90°, pull cable attachment toward opposite knee by rotating hip. Return until slight stretch is felt in hip, then repeat. Place ankle cuff on opposite leg and continue lying opposite direction.","Exercise name is somewhat counter-intuitive since direction of rotation is relative to movement of hip, or thigh, not bent leg. For example, in this exercises, external rotation of hip causes front of thigh to turn outward despite bent leg moving inward. Incidentally if knee were straight during external rotation of thigh, foot would move outward."
Hips,https://exrx.net/WeightExercises/HipExternalRotator/CBSeatedHipExternalRotation,Cable Seated Hip External Rotation,Cable, Hip External Rotators (listed below)  ,Auxiliary,Isolated,Pull,"Sit on bench or chair with low pulley to side. Attach cable ankle cuff to ankle, nearest pulley. Place far stationary foot slightly forward. Grasp lower thigh of leg with attached cuff, position it along side thigh of stationary leg while keeping foot slightly above floo   r.","Keeping knee of attached leg bent approximately 90°, pull cable attachment under thigh of stationary leg by rotating hip. Return until slight stretch is felt in hip, then repeat. Place ankle cuff on opposite leg and continue facing opposite direction.","Height of knee on exercising leg may require subtle adjustment during movement to permit clearance of traveling foot above floor. Gluteus Maximus will be activated as stabilizer on heavier loads when participant pushes stationary foot onto floor thereby anchoring lower body as hip adductors keep thighs together. Upper body muscles can also assist in keeping thigh of exercising leg along side stationary leg. Exercise name is somewhat counter-intuitive since direction of rotation is relative to movement of hip, or thigh, not bent leg. For example, in this exercises, external rotation of hip causes front of thigh to turn outward despite bent leg moving inward. Incidentally if knee were straight during external rotation of thigh, foot would move outward."
Hips,https://exrx.net/Stretches/HipExternalRotators/LyingHipExternalRotator,Lying Hip External Rotator Stretch,Lying, External Hip Rotators ,,,,Lie on floor or mat and with one leg straight and other leg bent approximately 90 degrees out to side. ,Lower bent knee beside straight leg. Hold stretch. Repeat with opposite side. ,Body may be reclined with support of arms as demonstrated (lower right). Also see Seated External Rotator Stretch. 
Hips,https://exrx.net/Stretches/HipExternalRotators/SeatedHipExternalRotator,Seated Hip External Rotator Stretch,Seated, External Hip Rotators ,,,,Sit on floor or mat and with one leg straight and other leg bent approximately 90 degrees out to side. ,Lower bent knee beside straight leg. Hold stretch. Repeat with opposite side. , Also see Lying External Rotator Stretch. 
Hips,https://exrx.net/Stretches/HipExternalRotators/PCPiriformis,Lever Piriformis Stretch,Lever, Piriformis Quadratus Femoris ,,,,"Sit on seat in forward position with lower leg on shin pad, feet on foot rest. Place hands through wrist straps. Hold upper bar with overhand grip, both hands left of center. Position left leg extended toward right center.",Push and lower seat back. Repeat with opposite leg.,Low back may be stretched if hips and low back muscles are tight.
Hips,https://exrx.net/Stretches/HipExternalRotators/LyingPiriformis,Lying Piriformis Stretch,Lying, Piriformis Quadratus Femoris ,,,, Lie on floor or mat with feet on floor and knees bent approximately 90 degrees. Cross thighs by lacing back of knee on thigh of other leg. Lift legs and hug both thighs locking both hands together behind knee of lower leg. ,Pull leg toward torso. Hold stretch. Repeat with opposite leg. ,An alternative preparation: set on floor or mat reclining back with support of both arms behind body. Bend knees with feet on floor. Place back of knee on thigh of other leg. Hug both thighs locking both hands together behind knee of lower leg. Lie down supine by rolling to back. 
Hips,https://exrx.net/Stretches/HipExternalRotators/LyingPiriformisMod,Lying Piriformis Stretch (single leg),Lying, Piriformis Quadratus Femoris ,,,,Lie on floor or mat. Lift one leg and grasp ankle and knee with both hands. ,Pull thigh toward torso while keeping knee over torso. Hold stretch. Repeat with opposite leg. ,Notice knee is keep over torso in contrast to Lying Glute Stretch. Also see Lying Piriformis Stretch for alternative form. 
Hips,https://exrx.net/Stretches/HipExternalRotators/PNFLyingPiriformis,PNF Lying Piriformis Stretch,PNF, Piriformis Quadratus Femoris ,,,,"Instruct participant to lie on floor or mat with legs bent. Stand near their feet facing them. Assist them crossing their thighs, placing outside of one knee close to top of their other knee. Bend over participant's hips, position their foot of closest bent leg on your chest or shoulder while grasping their lower leg, in addition to knee of opposite leg with other hand. ",Push your bodyweight down on foot while pushing down on side of participant's knee. Hold stretch. Repeat with legs in opposite position. ,"Low back may be stretched if hips raise off of floor significantly. If spinal flexion is not desired, care should be given to keep back of hips on floor by monitoring hips position and pushing downward instead of toward participant's chest. See PNF stretch techniques. Also see Lying Piriformis Stretch for similar static stretch. "
Hips,https://exrx.net/Stretches/HipExternalRotators/SeatedPiriformis,Seated Piriformis Stretch,Seated, Piriformis Quadratus Femoris ,,,,"Sit on floor or mat, reclining back with support of both arms behind body, and feet on floor and knees bent approximately 90 degrees. Cross thighs by placing back of knee on thigh of other leg. Grasp lower leg. ",Reposition hands forward with arms straight to place torso closer to legs. Hold stretch. Repeat with opposite leg. ,Low back may be stretched if spine flexes significantly during stretch. Arms can hug and pull upper legs toward torso as shown in lower photo. 
Hips,https://exrx.net/Stretches/HipExternalRotators/SeatedPiriformisChair,Seated Piriformis Stretch (chair or bench),Seated, Piriformis Quadratus Femoris ,,,,Sit on chair of bench with feet on floor and knees bent approximately 90 degrees. Cross thighs by placing back of knee on thigh of other leg. Grasp lower leg. ,Lean forward pulling body toward legs. Hold stretch. Repeat with opposite leg. ,Low back may be stretched if hips and low back muscles are tight. 
Hips,https://exrx.net/Stretches/HipExternalRotators/PNFSeatedPiriformis,PNF Seated Piriformis Stretch,PNF, Piriformis Quadratus Femoris ,,,,"Instruct participant to sit on floor or mat, reclining back with support of both arms behind body, and feet on floor and knees bent. Have them cross their thighs by placing back of knee on thigh of other leg. Ask them position foot on floor closer to hip. Place your hands on back of participants shoulders or position your chest on participant's upper back and your hands under participant's lower thighs. ",Push participant's torso toward legs. Hold stretch. Repeat with legs in opposite position. ,See PNF stretch techniques. A static Seated Piriformis Stretch can also be performed without assistance. 
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBLunge,Barbell Lunge,Barbell, Quadriceps ,Auxiliary,Compound,Push,"Clean bar from floor or dismount bar from rack. From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides.","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Keep torso upright during lunge; flexible hip flexors  are important. Lead knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBRearLunge,Barbell Rear Lunge,Barbell, Quadriceps ,Auxiliary,Compound,Push,"From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Keep torso upright during lunge; flexible hip flexors are important. Forward knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSideLunge,Barbell Side Lunge,Barbell, Quadriceps ,Auxiliary,Compound,Push,"Clean bar from floor or dismount bar from rack. From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides.","Lunge to one side with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of lead leg, keeping knee pointed same direction of foot. Return to original standing position by forcibly extending hip and knee of lead leg. Repeat by alternating lunge with opposite leg.",Keep torso upright during lunge. Lead knee should point same direction as foot throughout lunge. Flexible hip adductors will allow fuller range of motion. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBWalkingLunge,Barbell Walking Lunge,Barbell, Quadriceps ,Auxiliary,Compound,Push,Position barbell on back of shoulders and grasp bar to sides.,"Step forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Stand on forward leg with assistance of rear leg. Lunge forward with opposite leg. Repeat by alternating lunge with opposite legs.",Keep torso upright during lunge; flexible hip flexors are important. Lead knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps. Tibilalis Anterior is exercised eccentrically during landing on heel.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSingleLegSplitSquat,Barbell Single Leg Split Squat,Barbell, Quadriceps ,Auxiliary,Compound,Push,Stand facing away from bench. Position bar on back of shoulders and grasp barbell to sides. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Keep torso upright during squat; flexible hip flexors  are important. Forward knee should point same direction as foot throughout movement. Also known as Bulgarian Squat.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSideSplitSqaut,Barbell Side Split Squat,Barbell, Quadriceps ,Auxiliary,Compound,Push,Place barbell on back of shoulders and grasp bar on each side. Stand with feet wide apart; foot of lead leg angled out to side.,Lower body toward side of angled foot by bending knee and hip of lead leg while keeping opposite leg only slightly bent. Return to original standing position by extending hip and knee of lead leg. Repeat.,Keep torso upright and knee of lead leg pointed same direction of foot. Flexible hip adductors and stronger legs will allow fuller range of motion. A wider stance emphasizes Gluteus Maximus; slightly narrower straddled stance emphasizes Quadriceps. Do not position feet too close nor too wide.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSingleLegSquat,Barbell Single Leg Squat,Barbell, Quadriceps ,Auxiliary ,Compound ,Push ,Stand with arms extended out in front holding barbell. Balance on one leg with opposite leg extended straight leg forward as high as possible. ,Squat down as far as possible while keeping leg elevated off of floor. Keep   supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg. ,Supporting knee should point same direction as foot throughout movement. Range of motion will be improved with greater leg strength and glute flexibility. Significant spinal flexion occurs at bottom of deep single leg squat to maintain center of gravity over foot. Erector Spinae becomes a stabilizer if spine is kept straight. 
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSplitSquat,Barbell Split Squat,Barbell, Quadriceps ,Auxiliary,Compound,Push,Position barbell on back of shoulders and grasp barbell to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Knees should point same direction as feet throughout movement. Heel of rear foot can be kept elevated off floor throughout movement. Keep torso upright during squat; flexible hip flexors are important. With feet further apart: Gluteus Maximus is emphasized, Quadriceps are less emphasized."
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSquat,Barbell Squat,Barbell, Squat mount and dismount Spotting technique  Spotting assistance   Side view A  Sideview B   ,Basic,Compound,Push,"From rack with barbell at upper chest height, position bar high on back of shoulders and grasp barbell to sides. Dismount bar from rack and stand with shoulder width stance.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight throughout forefoot and heel. Knees should point same direction as feet throughout movement. See:"
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBFrontSquat,Barbell Front Squat,Barbell, Quadriceps ,Auxiliary ,Compound ,Push ,"From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack. ","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat. ","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis. Also see weightlifting style Front Squat. "
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBFullSquat,Barbell Full Squat,Barbell, Quadriceps ,Basic,Compound,Push,"From rack with barbell upper chest height, position barbell on back of shoulders and grasp bar to sides. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Extend knees and hips until legs are straight. Return and repeat.","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. Hip and ankle flexibility is important for both execution and safety in this movement. Certain knee and low back problems may be aggravated by this exercise. See Squat Mount and Dismount. See Squat Analysis. See spotting technique and spotting assistance."
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBHackSquat,Barbell Hack Squat,Barbell, Quadriceps ,Auxiliary,Compound,Push,"Position barbell just behind legs. With feet flat on floor, squat down and grasp barbell from behind with overhand grip.","Lift bar by extending hips and knees to full extension. Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are close to parallel to floor and bar is behind lower leg. Repeat.","Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. See flawed demonstration showing depth of hack squat that is NOT sufficient and knees are NOT pointed same angle as feet. Individuals with short arm to torso ratio or protracted shoulder posture, may find this exercise very difficult to perform. See Squat Analysis."
Thighs,https://exrx.net/WeightExercises/Quadriceps/SBSquat,Safety Barbell Squat,Safety, Quadriceps ,Basic,Compound,Push,Stand facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Hands can be placed on ends of yoke (as shown) or on safety bar out to sides. Dismount bar from rack and step back.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand by extending hips and knees until legs are straight. Repeat.","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. Exercise can also be performed holding onto supports or with long handled safety bar. Also see Squat Analysis."
Thighs,https://exrx.net/WeightExercises/Quadriceps/SBSquatHandles,Safety Barbell Squat (long handles),Safety, Quadriceps ,Basic,Compound,Push,Stand facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Grasp ends of handles. Dismount bar from rack and step back.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand with or without assistance of arms, extending knees and hips until legs are straight. Repeat.","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. Exercise can also be performed holding onto supports or with safety bar without bar handles. Also see Squat Analysis."
Thighs,https://exrx.net/WeightExercises/Quadriceps/SBSquatSelfSpot,Safety Barbell Squat (self-spotting),Safety, Quadriceps ,Basic ,Compound ,Push ,Stand facing safety barbell on rack upper chest height. Place hands vertical rack supports. Position head in yoke with padded bar around shoulders. Dismount bar from rack and step back so body is upright at arm's length from supports. ,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand with or without assistance of arms, extending hips and knees until legs are straight. Repeat. ","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. If handles are not available, horizontal bars on rack can be used for assistance if needed. Exercise can also be performed without holding onto supports. Also see Squat Analysis. "
Thighs,https://exrx.net/WeightExercises/Quadriceps/TBSquat,Trap Bar Squat,Trap, Quadriceps ,Basic or Auxiliary,Compound,Push,Stand on platform under loaded trap bar. Squat down until thighs are just past parallel to floor with knees pointed same direction as feet and feet flat on platform. Grasp handles to sides. Posture chest up with back arched tightly.,Lift weight upward by extending knees and hips until straight. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward. Repeat.,"An inverted, squared open-ended trap bar is used in this demonstration. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis."
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBSquatChains,Barbell Squat (with chains),Barbell, Quadriceps ,Basic or Auxiliary,Compound,Push,"Stand facing barbell, racked upper chest height, with thick chains hanging to floor on each side. Position bar high on back of shoulders and grasp barbell to sides. Dismount bar from rack and stand with shoulder width stance.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Chains provide increasing resistance as barbell moves away from floor. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight throughout forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Mount and Dismount. See spotting technique and spotting assistance. Also see Squat for Targeting Glutes and Squat Analysis."
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBZercherSquat,Barbell Zercher Squat,Barbell, Quadriceps ,Basic or Auxiliary,Compound,Push,"From rack with barbell upper waist high, position forearms under bar and in front of bar with elbows shoulder width apart. Cross wrists and pull bar in close against body. Lift barbell from rack. Step back with wide stance, feet pointing out 20-30°.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight, hands close to body, and knees pointed same direction as feet. Descend until thighs are near parallel. Extend knees and hips until legs are straight. Return and repeat.","Turning knuckles up places bar more on Brachioradialis rather than on more sensitive crook of elbow. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement.. Also see rear side view."
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBStepUp,Barbell Step-up,Barbell, Quadriceps ,Basic or Auxiliary,Compound,Push,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,"Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Keep torso upright during exercise. Lead knee should point same direction as foot throughout movement. Stepping distance from bench emphasizes Gluteus Maximus; stepping close to bench emphasizes Quadriceps.
Thighs,https://exrx.net/WeightExercises/Quadriceps/BBLateralStepUp,Barbell Lateral Step-up,Barbell, Quadriceps ,Auxiliary,Compound,Push,"Stand between two benches, one to each side. Position bar on back of shoulders and grasp barbell to sides.",Lift leg and place foot on bench to side slightly forward of straight knee. Stand on bench by straightening leg and pushing body upward. Step down returning feet to original position. Repeat with opposite leg alternating between legs.,Keep torso upright during exercise. Stepping knee should point same direction as foot. A modest degree of knee rotation occurs during this movement. See Controversial Exercises and Rotary Force in Squat Analysis.
